zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
1501,42.19689,-71.84549,Auburn,MA,Massachusetts,TRUE,,16780,424.7,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1503,42.38378,-71.63552,Berlin,MA,Massachusetts,TRUE,,3311,98.5,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1504,42.0399,-71.53125,Blackstone,MA,Massachusetts,TRUE,,9211,320.1,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1505,42.35633,-71.72123,Boylston,MA,Massachusetts,TRUE,,4896,117.7,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1506,42.19364,-72.10441,Brookfield,MA,Massachusetts,TRUE,,3442,85.6,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1507,42.13509,-71.96803,Charlton,MA,Massachusetts,TRUE,,13359,122.3,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1510,42.4119,-71.68883,Clinton,MA,Massachusetts,TRUE,,15430,1053.9,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1515,42.20328,-72.04669,East Brookfield,MA,Massachusetts,TRUE,,2120,83,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1516,42.0528,-71.75106,Douglas,MA,Massachusetts,TRUE,,9287,97.8,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1518,42.11342,-72.11632,Fiskdale,MA,Massachusetts,TRUE,,2835,89.4,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1519,42.20077,-71.67892,Grafton,MA,Massachusetts,TRUE,,7738,279.8,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1520,42.33685,-71.85181,Holden,MA,Massachusetts,TRUE,,16864,345.9,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1521,42.06012,-72.16592,Holland,MA,Massachusetts,TRUE,,2576,81,25013,Hampden,"{""25013"": 100}",Hampden,25013,FALSE,FALSE,America/New_York
1522,42.38142,-71.87111,Jefferson,MA,Massachusetts,TRUE,,3021,74.4,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1523,42.48176,-71.68079,Lancaster,MA,Massachusetts,TRUE,,8470,119.2,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1524,42.24919,-71.91989,Leicester,MA,Massachusetts,TRUE,,6110,148.4,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1525,42.09899,-71.64296,Linwood,MA,Massachusetts,TRUE,,0,0,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1527,42.19228,-71.77397,Millbury,MA,Massachusetts,TRUE,,13899,344.5,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1529,42.03906,-71.57767,Millville,MA,Massachusetts,TRUE,,3156,250.6,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1531,42.31929,-72.12794,New Braintree,MA,Massachusetts,TRUE,,925,17.2,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1532,42.32314,-71.64621,Northborough,MA,Massachusetts,TRUE,,15694,328,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1534,42.13991,-71.64433,Northbridge,MA,Massachusetts,TRUE,,6097,247.4,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1535,42.2695,-72.07794,North Brookfield,MA,Massachusetts,TRUE,,4739,86,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1536,42.23189,-71.69219,North Grafton,MA,Massachusetts,TRUE,,7119,321,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1537,42.16177,-71.89217,North Oxford,MA,Massachusetts,TRUE,,1821,103.2,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1540,42.11649,-71.85819,Oxford,MA,Massachusetts,TRUE,,11521,232.9,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1541,42.45649,-71.88128,Princeton,MA,Massachusetts,TRUE,,3500,38.1,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1542,42.20241,-71.90995,Rochdale,MA,Massachusetts,TRUE,,2572,235.7,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1543,42.38482,-71.96726,Rutland,MA,Massachusetts,TRUE,,9202,101.1,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1545,42.28419,-71.71558,Shrewsbury,MA,Massachusetts,TRUE,,38440,715.2,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1550,42.06039,-72.03377,Southbridge,MA,Massachusetts,TRUE,,17806,339.7,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1560,42.17496,-71.67762,South Grafton,MA,Massachusetts,TRUE,,4914,532.7,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1561,42.44581,-71.68845,South Lancaster,MA,Massachusetts,TRUE,,0,0,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1562,42.24715,-71.99189,Spencer,MA,Massachusetts,TRUE,,11961,140.6,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1564,42.44124,-71.77297,Sterling,MA,Massachusetts,TRUE,,8111,102.3,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1566,42.1047,-72.07745,Sturbridge,MA,Massachusetts,TRUE,,7054,109,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1568,42.17694,-71.60516,Upton,MA,Massachusetts,TRUE,,7926,144.2,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1569,42.05895,-71.63741,Uxbridge,MA,Massachusetts,TRUE,,14127,185.6,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1570,42.05206,-71.8485,Webster,MA,Massachusetts,TRUE,,17674,552.2,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1571,42.05501,-71.93519,Dudley,MA,Massachusetts,TRUE,,11886,220.3,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1581,42.26815,-71.61402,Westborough,MA,Massachusetts,TRUE,,21591,404.6,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1583,42.37034,-71.78502,West Boylston,MA,Massachusetts,TRUE,,7516,230.7,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1585,42.23762,-72.16311,West Brookfield,MA,Massachusetts,TRUE,,4942,68,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1588,42.11837,-71.66836,Whitinsville,MA,Massachusetts,TRUE,,10357,494.1,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1590,42.13387,-71.75179,Sutton,MA,Massachusetts,TRUE,,9287,110.4,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1602,42.27219,-71.84946,Worcester,MA,Massachusetts,TRUE,,25791,1708.4,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1603,42.24373,-71.84429,Worcester,MA,Massachusetts,TRUE,,21034,1792.8,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1604,42.25085,-71.7683,Worcester,MA,Massachusetts,TRUE,,39988,2327.5,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1605,42.28979,-71.78802,Worcester,MA,Massachusetts,TRUE,,31086,2122.8,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1606,42.31367,-71.79614,Worcester,MA,Massachusetts,TRUE,,22269,1435.8,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1607,42.22684,-71.79037,Worcester,MA,Massachusetts,TRUE,,8755,1117,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1608,42.2621,-71.80145,Worcester,MA,Massachusetts,TRUE,,4951,3970,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1609,42.28592,-71.82853,Worcester,MA,Massachusetts,TRUE,,23184,2397.3,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1610,42.24645,-71.80968,Worcester,MA,Massachusetts,TRUE,,28719,5200,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1611,42.23945,-71.87702,Cherry Valley,MA,Massachusetts,TRUE,,2401,271.3,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1612,42.31037,-71.93095,Paxton,MA,Massachusetts,TRUE,,4996,126.4,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1701,42.32195,-71.43796,Framingham,MA,Massachusetts,TRUE,,32270,737.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1702,42.28242,-71.43428,Framingham,MA,Massachusetts,TRUE,,39761,1869.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1718,42.52165,-71.42983,Acton,MA,Massachusetts,TRUE,,528,1478.9,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1719,42.48837,-71.51779,Boxborough,MA,Massachusetts,TRUE,,5468,205.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1720,42.48397,-71.43809,Acton,MA,Massachusetts,TRUE,,23322,458.9,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1721,42.25726,-71.46867,Ashland,MA,Massachusetts,TRUE,,18694,585,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1730,42.4995,-71.27799,Bedford,MA,Massachusetts,TRUE,,14478,449.2,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1731,42.46422,-71.28202,Hanscom Afb,MA,Massachusetts,TRUE,,1745,288.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1740,42.43616,-71.60728,Bolton,MA,Massachusetts,TRUE,,5698,110.3,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1741,42.53001,-71.35128,Carlisle,MA,Massachusetts,TRUE,,5209,131.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1742,42.46221,-71.36504,Concord,MA,Massachusetts,TRUE,,18337,293.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1745,42.29155,-71.50101,Fayville,MA,Massachusetts,TRUE,,660,653.6,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1746,42.19775,-71.44499,Holliston,MA,Massachusetts,TRUE,,14964,309.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1747,42.12477,-71.535,Hopedale,MA,Massachusetts,TRUE,,6024,449.4,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1748,42.2255,-71.53781,Hopkinton,MA,Massachusetts,TRUE,,19050,280.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1749,42.38868,-71.54648,Hudson,MA,Massachusetts,TRUE,,19959,668.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1752,42.3494,-71.54681,Marlborough,MA,Massachusetts,TRUE,,41398,766.2,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1754,42.4264,-71.45607,Maynard,MA,Massachusetts,TRUE,,10663,792.2,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1756,42.09301,-71.55146,Mendon,MA,Massachusetts,TRUE,,6266,136.1,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1757,42.15723,-71.51978,Milford,MA,Massachusetts,TRUE,,30473,777.4,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1760,42.28436,-71.34966,Natick,MA,Massachusetts,TRUE,,36520,954,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1770,42.23416,-71.37532,Sherborn,MA,Massachusetts,TRUE,,4404,107.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1772,42.30144,-71.5304,Southborough,MA,Massachusetts,TRUE,,9781,277.4,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1773,42.42572,-71.31013,Lincoln,MA,Massachusetts,TRUE,,5257,146.4,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1775,42.42983,-71.51146,Stow,MA,Massachusetts,TRUE,,7109,158.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1776,42.38456,-71.42316,Sudbury,MA,Massachusetts,TRUE,,19067,301.6,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1778,42.3583,-71.35895,Wayland,MA,Massachusetts,TRUE,,13915,357.4,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1801,42.48694,-71.15415,Woburn,MA,Massachusetts,TRUE,,41205,1252.2,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1803,42.5028,-71.20147,Burlington,MA,Massachusetts,TRUE,,26068,893,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1810,42.64669,-71.16517,Andover,MA,Massachusetts,TRUE,,35608,450.4,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1821,42.54999,-71.25206,Billerica,MA,Massachusetts,TRUE,,30203,702.8,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
